frame number,bounding box
11,"[[20, 31, 45, 44], [16, 35, 47, 46], [11, 42, 49, 45], [6, 46, 52, 47], [3, 48, 52, 52], [0, 52, 52, 55], [79, 34, 42, 41], [0, 51, 49, 64], [75, 38, 45, 42], [0, 56, 46, 68], [75, 40, 44, 46], [0, 101, 43, 32], [72, 41, 46, 52], [0, 106, 39, 37], [70, 43, 47, 57], [0, 95, 35, 58], [67, 46, 49, 61], [0, 122, 31, 42], [64, 53, 51, 62], [0, 133, 26, 41], [61, 54, 53, 69], [0, 142, 21, 40], [51, 63, 61, 69], [51, 65, 60, 77], [48, 74, 61, 78], [43, 79, 65, 84], [37, 90, 69, 86], [31, 98, 73, 93], [27, 105, 75, 100], [26, 112, 74, 108], [18, 124, 81, 96], [11, 134, 84, 86], [7, 144, 62, 76], [1, 161, 65, 59], [4, 178, 56, 42], [3, 195, 51, 25], [96, 18, 33, 25], [94, 9, 37, 39], [35, 39, 45, 22], [93, 0, 37, 52], [31, 14, 46, 52], [91, 0, 41, 58], [28, 17, 47, 54], [89, 8, 43, 55], [25, 20, 48, 56], [87, 12, 43, 57], [21, 24, 50, 58], [85, 16, 42, 59], [17, 27, 52, 61], [82, 21, 47, 61], [13, 32, 54, 62], [79, 24, 50, 65], [8, 35, 56, 67], [76, 28, 49, 68], [4, 38, 58, 70], [75, 34, 50, 71], [0, 45, 59, 71], [72, 39, 52, 75], [0, 49, 56, 75], [69, 44, 53, 80], [0, 56, 52, 77], [65, 51, 56, 83], [0, 60, 49, 83], [60, 57, 60, 91], [0, 66, 46, 87], [56, 64, 63, 97], [50, 73, 67, 101], [0, 73, 42, 91], [80, 10, 34, 38], [45, 82, 71, 108], [0, 82, 37, 95], [78, 12, 36, 41], [0, 102, 33, 87], [40, 92, 77, 117], [77, 15, 36, 43], [0, 138, 28, 63], [34, 102, 78, 118], [76, 20, 36, 42], [0, 161, 23, 45], [26, 110, 84, 110], [73, 24, 38, 44], [67, 201, 41, 19], [0, 175, 17, 43], [19, 125, 57, 95], [71, 27, 39, 46], [12, 141, 60, 79], [67, 32, 42, 47], [344, 209, 56, 11], [12, 155, 54, 65], [67, 35, 41, 51], [322, 185, 78, 35], [9, 176, 52, 44], [62, 48, 45, 44], [8, 200, 43, 20], [310, 170, 90, 50], [62, 44, 44, 55], [303, 154, 91, 66], [59, 45, 46, 62], [295, 142, 86, 78], [56, 54, 47, 62], [288, 127, 98, 93], [52, 61, 50, 63], [282, 118, 104, 102], [46, 67, 54, 67], [276, 106, 110, 114], [44, 75, 55, 70], [271, 97, 108, 114], [40, 83, 57, 73], [36, 91, 59, 78], [266, 88, 102, 107], [31, 100, 62, 82], [262, 80, 97, 102], [25, 110, 65, 88], [258, 71, 92, 99], [15, 118, 73, 96], [254, 64, 87, 93], [12, 131, 73, 89], [250, 53, 83, 96], [1, 142, 81, 78], [247, 53, 80, 84], [0, 156, 79, 64], [244, 47, 76, 79], [0, 170, 55, 50], [241, 42, 73, 75], [0, 187, 50, 33], [239, 37, 70, 72], [236, 32, 67, 71], [234, 28, 64, 68], [232, 24, 62, 64], [230, 20, 60, 62], [227, 16, 59, 62], [226, 13, 56, 58], [224, 10, 54, 58], [222, 6, 53, 56], [221, 4, 51, 55], [219, 1, 50, 54], [218, 0, 48, 50], [216, 0, 47, 44], [214, 0, 47, 41], [214, 0, 44, 37], [212, 0, 44, 33], [93, 0, 31, 26], [91, 0, 32, 30], [90, 0, 32, 34], [88, 0, 34, 37], [87, 7, 34, 34], [84, 5, 36, 39], [83, 8, 36, 41], [82, 10, 36, 43], [80, 13, 37, 45], [78, 17, 38, 45], [75, 20, 41, 47], [71, 24, 43, 49], [68, 29, 45, 51], [66, 33, 46, 52], [63, 36, 47, 55], [62, 41, 47, 58], [58, 46, 50, 61], [55, 52, 51, 64], [51, 58, 53, 65], [59, 0, 31, 22], [47, 64, 56, 70], [57, 0, 33, 24], [42, 70, 59, 74], [55, 0, 34, 29], [37, 78, 62, 76], [53, 0, 34, 30], [31, 85, 65, 82], [51, 0, 35, 33], [26, 94, 68, 86], [49, 0, 36, 36], [20, 103, 71, 92], [46, 0, 37, 39], [13, 110, 75, 102], [45, 2, 37, 40], [6, 118, 79, 102], [41, 5, 39, 41], [0, 131, 81, 89], [39, 8, 39, 42], [0, 142, 77, 78], [38, 10, 39, 43], [0, 156, 66, 64], [35, 13, 40, 45], [0, 176, 35, 44], [31, 15, 43, 47], [0, 192, 30, 28], [29, 18, 43, 48], [26, 21, 44, 50], [23, 25, 45, 51], [19, 28, 47, 53], [15, 32, 48, 54], [11, 35, 50, 57], [7, 40, 52, 59], [3, 43, 53, 62], [0, 47, 54, 65], [0, 53, 51, 67], [0, 56, 47, 71], [0, 64, 45, 73], [0, 68, 41, 77], [0, 76, 38, 79], [0, 83, 34, 83], [0, 90, 29, 85], [0, 101, 25, 84], [0, 121, 20, 70], [97, 0, 30, 24], [94, 0, 33, 27], [94, 0, 33, 31], [92, 0, 33, 34], [89, 1, 36, 37], [89, 3, 35, 39], [88, 6, 35, 40], [84, 9, 39, 42], [82, 13, 40, 42], [82, 16, 39, 44], [80, 20, 42, 46], [76, 23, 44, 49], [74, 27, 45, 51], [73, 31, 45, 53], [69, 37, 48, 53], [64, 40, 52, 58], [62, 45, 53, 60], [61, 53, 53, 61], [219, 187, 53, 33], [57, 56, 56, 67], [321, 204, 66, 16], [215, 174, 60, 46], [55, 64, 56, 69], [312, 187, 76, 33], [211, 157, 72, 63], [50, 71, 60, 73], [304, 165, 77, 55], [208, 141, 75, 79], [44, 78, 64, 79], [296, 154, 81, 66], [206, 129, 72, 91], [42, 86, 65, 85]]"
12,"[[20, 31, 45, 44], [16, 35, 47, 46], [11, 42, 49, 45], [6, 46, 52, 47], [3, 48, 52, 52], [0, 52, 52, 55], [79, 34, 42, 41], [0, 51, 49, 64], [75, 38, 45, 42], [0, 56, 46, 68], [75, 40, 44, 46], [0, 101, 43, 32], [72, 41, 46, 52], [0, 106, 39, 37], [70, 43, 47, 57], [0, 95, 35, 58], [67, 46, 49, 61], [0, 122, 31, 42], [64, 53, 51, 62], [0, 133, 26, 41], [61, 54, 53, 69], [0, 142, 21, 40], [51, 63, 61, 69], [51, 65, 60, 77], [48, 74, 61, 78], [43, 79, 65, 84], [37, 90, 69, 86], [31, 98, 73, 93], [27, 105, 75, 100], [26, 112, 74, 108], [18, 124, 81, 96], [11, 134, 84, 86], [7, 144, 62, 76], [1, 161, 65, 59], [4, 178, 56, 42], [3, 195, 51, 25], [96, 18, 33, 25], [94, 9, 37, 39], [35, 39, 45, 22], [93, 0, 37, 52], [31, 14, 46, 52], [91, 0, 41, 58], [28, 17, 47, 54], [89, 8, 43, 55], [25, 20, 48, 56], [87, 12, 43, 57], [21, 24, 50, 58], [85, 16, 42, 59], [17, 27, 52, 61], [82, 21, 47, 61], [13, 32, 54, 62], [79, 24, 50, 65], [8, 35, 56, 67], [76, 28, 49, 68], [4, 38, 58, 70], [75, 34, 50, 71], [0, 45, 59, 71], [72, 39, 52, 75], [0, 49, 56, 75], [69, 44, 53, 80], [0, 56, 52, 77], [65, 51, 56, 83], [0, 60, 49, 83], [60, 57, 60, 91], [0, 66, 46, 87], [56, 64, 63, 97], [50, 73, 67, 101], [0, 73, 42, 91], [80, 10, 34, 38], [45, 82, 71, 108], [0, 82, 37, 95], [78, 12, 36, 41], [0, 102, 33, 87], [40, 92, 77, 117], [77, 15, 36, 43], [0, 138, 28, 63], [34, 102, 78, 118], [76, 20, 36, 42], [0, 161, 23, 45], [26, 110, 84, 110], [73, 24, 38, 44], [67, 201, 41, 19], [0, 175, 17, 43], [19, 125, 57, 95], [71, 27, 39, 46], [12, 141, 60, 79], [67, 32, 42, 47], [344, 209, 56, 11], [12, 155, 54, 65], [67, 35, 41, 51], [322, 185, 78, 35], [9, 176, 52, 44], [62, 48, 45, 44], [8, 200, 43, 20], [310, 170, 90, 50], [62, 44, 44, 55], [303, 154, 91, 66], [59, 45, 46, 62], [295, 142, 86, 78], [56, 54, 47, 62], [288, 127, 98, 93], [52, 61, 50, 63], [282, 118, 104, 102], [46, 67, 54, 67], [276, 106, 110, 114], [44, 75, 55, 70], [271, 97, 108, 114], [40, 83, 57, 73], [36, 91, 59, 78], [266, 88, 102, 107], [31, 100, 62, 82], [262, 80, 97, 102], [25, 110, 65, 88], [258, 71, 92, 99], [15, 118, 73, 96], [254, 64, 87, 93], [12, 131, 73, 89], [250, 53, 83, 96], [1, 142, 81, 78], [247, 53, 80, 84], [0, 156, 79, 64], [244, 47, 76, 79], [0, 170, 55, 50], [241, 42, 73, 75], [0, 187, 50, 33], [239, 37, 70, 72], [236, 32, 67, 71], [234, 28, 64, 68], [232, 24, 62, 64], [230, 20, 60, 62], [227, 16, 59, 62], [226, 13, 56, 58], [224, 10, 54, 58], [222, 6, 53, 56], [221, 4, 51, 55], [219, 1, 50, 54], [218, 0, 48, 50], [216, 0, 47, 44], [214, 0, 47, 41], [214, 0, 44, 37], [212, 0, 44, 33], [93, 0, 31, 26], [91, 0, 32, 30], [90, 0, 32, 34], [88, 0, 34, 37], [87, 7, 34, 34], [84, 5, 36, 39], [83, 8, 36, 41], [82, 10, 36, 43], [80, 13, 37, 45], [78, 17, 38, 45], [75, 20, 41, 47], [71, 24, 43, 49], [68, 29, 45, 51], [66, 33, 46, 52], [63, 36, 47, 55], [62, 41, 47, 58], [58, 46, 50, 61], [55, 52, 51, 64], [51, 58, 53, 65], [59, 0, 31, 22], [47, 64, 56, 70], [57, 0, 33, 24], [42, 70, 59, 74], [55, 0, 34, 29], [37, 78, 62, 76], [53, 0, 34, 30], [31, 85, 65, 82], [51, 0, 35, 33], [26, 94, 68, 86], [49, 0, 36, 36], [20, 103, 71, 92], [46, 0, 37, 39], [13, 110, 75, 102], [45, 2, 37, 40], [6, 118, 79, 102], [41, 5, 39, 41], [0, 131, 81, 89], [39, 8, 39, 42], [0, 142, 77, 78], [38, 10, 39, 43], [0, 156, 66, 64], [35, 13, 40, 45], [0, 176, 35, 44], [31, 15, 43, 47], [0, 192, 30, 28], [29, 18, 43, 48], [26, 21, 44, 50], [23, 25, 45, 51], [19, 28, 47, 53], [15, 32, 48, 54], [11, 35, 50, 57], [7, 40, 52, 59], [3, 43, 53, 62], [0, 47, 54, 65], [0, 53, 51, 67], [0, 56, 47, 71], [0, 64, 45, 73], [0, 68, 41, 77], [0, 76, 38, 79], [0, 83, 34, 83], [0, 90, 29, 85], [0, 101, 25, 84], [0, 121, 20, 70], [97, 0, 30, 24], [94, 0, 33, 27], [94, 0, 33, 31], [92, 0, 33, 34], [89, 1, 36, 37], [89, 3, 35, 39], [88, 6, 35, 40], [84, 9, 39, 42], [82, 13, 40, 42], [82, 16, 39, 44], [80, 20, 42, 46], [76, 23, 44, 49], [74, 27, 45, 51], [73, 31, 45, 53], [69, 37, 48, 53], [64, 40, 52, 58], [62, 45, 53, 60], [61, 53, 53, 61], [219, 187, 53, 33], [57, 56, 56, 67], [321, 204, 66, 16], [215, 174, 60, 46], [55, 64, 56, 69], [312, 187, 76, 33], [211, 157, 72, 63], [50, 71, 60, 73], [304, 165, 77, 55], [208, 141, 75, 79], [44, 78, 64, 79], [296, 154, 81, 66], [206, 129, 72, 91], [42, 86, 65, 85]]"
13,"[[20, 31, 45, 44], [16, 35, 47, 46], [11, 42, 49, 45], [6, 46, 52, 47], [3, 48, 52, 52], [0, 52, 52, 55], [79, 34, 42, 41], [0, 51, 49, 64], [75, 38, 45, 42], [0, 56, 46, 68], [75, 40, 44, 46], [0, 101, 43, 32], [72, 41, 46, 52], [0, 106, 39, 37], [70, 43, 47, 57], [0, 95, 35, 58], [67, 46, 49, 61], [0, 122, 31, 42], [64, 53, 51, 62], [0, 133, 26, 41], [61, 54, 53, 69], [0, 142, 21, 40], [51, 63, 61, 69], [51, 65, 60, 77], [48, 74, 61, 78], [43, 79, 65, 84], [37, 90, 69, 86], [31, 98, 73, 93], [27, 105, 75, 100], [26, 112, 74, 108], [18, 124, 81, 96], [11, 134, 84, 86], [7, 144, 62, 76], [1, 161, 65, 59], [4, 178, 56, 42], [3, 195, 51, 25], [96, 18, 33, 25], [94, 9, 37, 39], [35, 39, 45, 22], [93, 0, 37, 52], [31, 14, 46, 52], [91, 0, 41, 58], [28, 17, 47, 54], [89, 8, 43, 55], [25, 20, 48, 56], [87, 12, 43, 57], [21, 24, 50, 58], [85, 16, 42, 59], [17, 27, 52, 61], [82, 21, 47, 61], [13, 32, 54, 62], [79, 24, 50, 65], [8, 35, 56, 67], [76, 28, 49, 68], [4, 38, 58, 70], [75, 34, 50, 71], [0, 45, 59, 71], [72, 39, 52, 75], [0, 49, 56, 75], [69, 44, 53, 80], [0, 56, 52, 77], [65, 51, 56, 83], [0, 60, 49, 83], [60, 57, 60, 91], [0, 66, 46, 87], [56, 64, 63, 97], [50, 73, 67, 101], [0, 73, 42, 91], [80, 10, 34, 38], [45, 82, 71, 108], [0, 82, 37, 95], [78, 12, 36, 41], [0, 102, 33, 87], [40, 92, 77, 117], [77, 15, 36, 43], [0, 138, 28, 63], [34, 102, 78, 118], [76, 20, 36, 42], [0, 161, 23, 45], [26, 110, 84, 110], [73, 24, 38, 44], [67, 201, 41, 19], [0, 175, 17, 43], [19, 125, 57, 95], [71, 27, 39, 46], [12, 141, 60, 79], [67, 32, 42, 47], [344, 209, 56, 11], [12, 155, 54, 65], [67, 35, 41, 51], [322, 185, 78, 35], [9, 176, 52, 44], [62, 48, 45, 44], [8, 200, 43, 20], [310, 170, 90, 50], [62, 44, 44, 55], [303, 154, 91, 66], [59, 45, 46, 62], [295, 142, 86, 78], [56, 54, 47, 62], [288, 127, 98, 93], [52, 61, 50, 63], [282, 118, 104, 102], [46, 67, 54, 67], [276, 106, 110, 114], [44, 75, 55, 70], [271, 97, 108, 114], [40, 83, 57, 73], [36, 91, 59, 78], [266, 88, 102, 107], [31, 100, 62, 82], [262, 80, 97, 102], [25, 110, 65, 88], [258, 71, 92, 99], [15, 118, 73, 96], [254, 64, 87, 93], [12, 131, 73, 89], [250, 53, 83, 96], [1, 142, 81, 78], [247, 53, 80, 84], [0, 156, 79, 64], [244, 47, 76, 79], [0, 170, 55, 50], [241, 42, 73, 75], [0, 187, 50, 33], [239, 37, 70, 72], [236, 32, 67, 71], [234, 28, 64, 68], [232, 24, 62, 64], [230, 20, 60, 62], [227, 16, 59, 62], [226, 13, 56, 58], [224, 10, 54, 58], [222, 6, 53, 56], [221, 4, 51, 55], [219, 1, 50, 54], [218, 0, 48, 50], [216, 0, 47, 44], [214, 0, 47, 41], [214, 0, 44, 37], [212, 0, 44, 33], [93, 0, 31, 26], [91, 0, 32, 30], [90, 0, 32, 34], [88, 0, 34, 37], [87, 7, 34, 34], [84, 5, 36, 39], [83, 8, 36, 41], [82, 10, 36, 43], [80, 13, 37, 45], [78, 17, 38, 45], [75, 20, 41, 47], [71, 24, 43, 49], [68, 29, 45, 51], [66, 33, 46, 52], [63, 36, 47, 55], [62, 41, 47, 58], [58, 46, 50, 61], [55, 52, 51, 64], [51, 58, 53, 65], [59, 0, 31, 22], [47, 64, 56, 70], [57, 0, 33, 24], [42, 70, 59, 74], [55, 0, 34, 29], [37, 78, 62, 76], [53, 0, 34, 30], [31, 85, 65, 82], [51, 0, 35, 33], [26, 94, 68, 86], [49, 0, 36, 36], [20, 103, 71, 92], [46, 0, 37, 39], [13, 110, 75, 102], [45, 2, 37, 40], [6, 118, 79, 102], [41, 5, 39, 41], [0, 131, 81, 89], [39, 8, 39, 42], [0, 142, 77, 78], [38, 10, 39, 43], [0, 156, 66, 64], [35, 13, 40, 45], [0, 176, 35, 44], [31, 15, 43, 47], [0, 192, 30, 28], [29, 18, 43, 48], [26, 21, 44, 50], [23, 25, 45, 51], [19, 28, 47, 53], [15, 32, 48, 54], [11, 35, 50, 57], [7, 40, 52, 59], [3, 43, 53, 62], [0, 47, 54, 65], [0, 53, 51, 67], [0, 56, 47, 71], [0, 64, 45, 73], [0, 68, 41, 77], [0, 76, 38, 79], [0, 83, 34, 83], [0, 90, 29, 85], [0, 101, 25, 84], [0, 121, 20, 70], [97, 0, 30, 24], [94, 0, 33, 27], [94, 0, 33, 31], [92, 0, 33, 34], [89, 1, 36, 37], [89, 3, 35, 39], [88, 6, 35, 40], [84, 9, 39, 42], [82, 13, 40, 42], [82, 16, 39, 44], [80, 20, 42, 46], [76, 23, 44, 49], [74, 27, 45, 51], [73, 31, 45, 53], [69, 37, 48, 53], [64, 40, 52, 58], [62, 45, 53, 60], [61, 53, 53, 61], [219, 187, 53, 33], [57, 56, 56, 67], [321, 204, 66, 16], [215, 174, 60, 46], [55, 64, 56, 69], [312, 187, 76, 33], [211, 157, 72, 63], [50, 71, 60, 73], [304, 165, 77, 55], [208, 141, 75, 79], [44, 78, 64, 79], [296, 154, 81, 66], [206, 129, 72, 91], [42, 86, 65, 85]]"
14,"[[20, 31, 45, 44], [16, 35, 47, 46], [11, 42, 49, 45], [6, 46, 52, 47], [3, 48, 52, 52], [0, 52, 52, 55], [79, 34, 42, 41], [0, 51, 49, 64], [75, 38, 45, 42], [0, 56, 46, 68], [75, 40, 44, 46], [0, 101, 43, 32], [72, 41, 46, 52], [0, 106, 39, 37], [70, 43, 47, 57], [0, 95, 35, 58], [67, 46, 49, 61], [0, 122, 31, 42], [64, 53, 51, 62], [0, 133, 26, 41], [61, 54, 53, 69], [0, 142, 21, 40], [51, 63, 61, 69], [51, 65, 60, 77], [48, 74, 61, 78], [43, 79, 65, 84], [37, 90, 69, 86], [31, 98, 73, 93], [27, 105, 75, 100], [26, 112, 74, 108], [18, 124, 81, 96], [11, 134, 84, 86], [7, 144, 62, 76], [1, 161, 65, 59], [4, 178, 56, 42], [3, 195, 51, 25], [96, 18, 33, 25], [94, 9, 37, 39], [35, 39, 45, 22], [93, 0, 37, 52], [31, 14, 46, 52], [91, 0, 41, 58], [28, 17, 47, 54], [89, 8, 43, 55], [25, 20, 48, 56], [87, 12, 43, 57], [21, 24, 50, 58], [85, 16, 42, 59], [17, 27, 52, 61], [82, 21, 47, 61], [13, 32, 54, 62], [79, 24, 50, 65], [8, 35, 56, 67], [76, 28, 49, 68], [4, 38, 58, 70], [75, 34, 50, 71], [0, 45, 59, 71], [72, 39, 52, 75], [0, 49, 56, 75], [69, 44, 53, 80], [0, 56, 52, 77], [65, 51, 56, 83], [0, 60, 49, 83], [60, 57, 60, 91], [0, 66, 46, 87], [56, 64, 63, 97], [50, 73, 67, 101], [0, 73, 42, 91], [80, 10, 34, 38], [45, 82, 71, 108], [0, 82, 37, 95], [78, 12, 36, 41], [0, 102, 33, 87], [40, 92, 77, 117], [77, 15, 36, 43], [0, 138, 28, 63], [34, 102, 78, 118], [76, 20, 36, 42], [0, 161, 23, 45], [26, 110, 84, 110], [73, 24, 38, 44], [67, 201, 41, 19], [0, 175, 17, 43], [19, 125, 57, 95], [71, 27, 39, 46], [12, 141, 60, 79], [67, 32, 42, 47], [344, 209, 56, 11], [12, 155, 54, 65], [67, 35, 41, 51], [322, 185, 78, 35], [9, 176, 52, 44], [62, 48, 45, 44], [8, 200, 43, 20], [310, 170, 90, 50], [62, 44, 44, 55], [303, 154, 91, 66], [59, 45, 46, 62], [295, 142, 86, 78], [56, 54, 47, 62], [288, 127, 98, 93], [52, 61, 50, 63], [282, 118, 104, 102], [46, 67, 54, 67], [276, 106, 110, 114], [44, 75, 55, 70], [271, 97, 108, 114], [40, 83, 57, 73], [36, 91, 59, 78], [266, 88, 102, 107], [31, 100, 62, 82], [262, 80, 97, 102], [25, 110, 65, 88], [258, 71, 92, 99], [15, 118, 73, 96], [254, 64, 87, 93], [12, 131, 73, 89], [250, 53, 83, 96], [1, 142, 81, 78], [247, 53, 80, 84], [0, 156, 79, 64], [244, 47, 76, 79], [0, 170, 55, 50], [241, 42, 73, 75], [0, 187, 50, 33], [239, 37, 70, 72], [236, 32, 67, 71], [234, 28, 64, 68], [232, 24, 62, 64], [230, 20, 60, 62], [227, 16, 59, 62], [226, 13, 56, 58], [224, 10, 54, 58], [222, 6, 53, 56], [221, 4, 51, 55], [219, 1, 50, 54], [218, 0, 48, 50], [216, 0, 47, 44], [214, 0, 47, 41], [214, 0, 44, 37], [212, 0, 44, 33], [93, 0, 31, 26], [91, 0, 32, 30], [90, 0, 32, 34], [88, 0, 34, 37], [87, 7, 34, 34], [84, 5, 36, 39], [83, 8, 36, 41], [82, 10, 36, 43], [80, 13, 37, 45], [78, 17, 38, 45], [75, 20, 41, 47], [71, 24, 43, 49], [68, 29, 45, 51], [66, 33, 46, 52], [63, 36, 47, 55], [62, 41, 47, 58], [58, 46, 50, 61], [55, 52, 51, 64], [51, 58, 53, 65], [59, 0, 31, 22], [47, 64, 56, 70], [57, 0, 33, 24], [42, 70, 59, 74], [55, 0, 34, 29], [37, 78, 62, 76], [53, 0, 34, 30], [31, 85, 65, 82], [51, 0, 35, 33], [26, 94, 68, 86], [49, 0, 36, 36], [20, 103, 71, 92], [46, 0, 37, 39], [13, 110, 75, 102], [45, 2, 37, 40], [6, 118, 79, 102], [41, 5, 39, 41], [0, 131, 81, 89], [39, 8, 39, 42], [0, 142, 77, 78], [38, 10, 39, 43], [0, 156, 66, 64], [35, 13, 40, 45], [0, 176, 35, 44], [31, 15, 43, 47], [0, 192, 30, 28], [29, 18, 43, 48], [26, 21, 44, 50], [23, 25, 45, 51], [19, 28, 47, 53], [15, 32, 48, 54], [11, 35, 50, 57], [7, 40, 52, 59], [3, 43, 53, 62], [0, 47, 54, 65], [0, 53, 51, 67], [0, 56, 47, 71], [0, 64, 45, 73], [0, 68, 41, 77], [0, 76, 38, 79], [0, 83, 34, 83], [0, 90, 29, 85], [0, 101, 25, 84], [0, 121, 20, 70], [97, 0, 30, 24], [94, 0, 33, 27], [94, 0, 33, 31], [92, 0, 33, 34], [89, 1, 36, 37], [89, 3, 35, 39], [88, 6, 35, 40], [84, 9, 39, 42], [82, 13, 40, 42], [82, 16, 39, 44], [80, 20, 42, 46], [76, 23, 44, 49], [74, 27, 45, 51], [73, 31, 45, 53], [69, 37, 48, 53], [64, 40, 52, 58], [62, 45, 53, 60], [61, 53, 53, 61], [219, 187, 53, 33], [57, 56, 56, 67], [321, 204, 66, 16], [215, 174, 60, 46], [55, 64, 56, 69], [312, 187, 76, 33], [211, 157, 72, 63], [50, 71, 60, 73], [304, 165, 77, 55], [208, 141, 75, 79], [44, 78, 64, 79], [296, 154, 81, 66], [206, 129, 72, 91], [42, 86, 65, 85]]"
